FPR,TPR,Threshold
0.07634334231677359,0.9032311618040397,0.9443
0.0763910419995707,0.9034033264672426,0.944
0.07646259152376636,0.9035508961785593,0.9434
0.07651029120656348,0.9037292095797338,0.943
0.07658184073075915,0.9039321179327943,0.9424
0.07665339025495481,0.9041288775478833,0.942
0.07674878962054903,0.9042334060933993,0.9414
0.07677263946194758,0.9044670581363176,0.941
0.0768680388275418,0.9047253051311218,0.94
0.07693958835173746,0.9049036185322963,0.9395
0.07701113787593312,0.9050573369815845,0.939
0.07705883755873023,0.9052233529068159,0.9385
0.0771303870829259,0.905352476404218,0.938
0.0771303870829259,0.905444707473791,0.9375
0.07722578644852011,0.9055307898053925,0.937
0.07727348613131722,0.9056353183509085,0.9365
0.07729733597271578,0.9057275494204814,0.936
0.07736888549691144,0.9058812678697697,0.9355
0.07748813470390421,0.9060042426292003,0.935
0.07751198454530277,0.906139514864574,0.9346
0.07758353406949844,0.9062686383619762,0.934
0.07765508359369411,0.9064592492390937,0.9336
0.07779818264208543,0.9065883727364958,0.933
0.07779818264208543,0.9066744550680973,0.9326
0.0778697321662811,0.906822024779414,0.932
0.0779174318490782,0.9069572970147877,0.9316
0.07794128169047676,0.9070618255603038,0.931
0.07803668105607098,0.9072032465336489,0.9307
0.07806053089746953,0.9072954776032219,0.93
0.07808438073886809,0.9073815599348234,0.9297
0.07810823058026664,0.9074983859562825,0.929
0.0781797801044623,0.9076029145017985,0.9287
0.07822747978725941,0.9077197405232577,0.928
0.07825132962865797,0.9078919051864605,0.9277
0.07827517947005652,0.9079472438282042,0.9272
0.07829902931145508,0.9080456236357488,0.927
0.07832287915285363,0.9081317059673502,0.9263
0.07834672899425218,0.9082054908230086,0.926
0.0783944286770493,0.9083223168444676,0.9253
0.07841827851844785,0.9084083991760691,0.925
0.07846597820124496,0.9085252251975282,0.9243
0.07856137756683917,0.9086236050050727,0.924
0.0786567769324334,0.9087096873366741,0.9233
0.07868062677383196,0.9088326620961048,0.923
0.07870447661523051,0.9089187444277063,0.9224
0.07877602613942618,0.9090355704491653,0.922
0.07884757566362184,0.9091216527807667,0.9214
0.07884757566362184,0.9092015863743966,0.921
0.07896682487061461,0.9092753712300551,0.9204
0.07908607407760739,0.909367602299628,0.92
0.07910992391900594,0.9094905770590587,0.9194
0.0791337737604045,0.9096012543425462,0.919
0.07922917312599871,0.90965659298429,0.9185
0.07922917312599871,0.9097672702677775,0.918
0.07932457249159293,0.9098410551234359,0.9175
0.07932457249159293,0.9098963937651797,0.917
0.07934842233299148,0.9099824760967812,0.9165
0.07939612201578859,0.9100562609524395,0.916
0.07946767153998426,0.9101238970701263,0.9155
0.07946767153998426,0.9101915331878132,0.915
0.07949152138138281,0.9102714667814431,0.9146
